UGC_01794             1 0 0 0  6.422 2.867  4.701   2.7579  3.1688   6.3566 105.11 Sb   34.9215  -0.2557  405 51816  35  0.0258  2.2367  4.2768    1.7360 9.1300  2.3121  2.3121
UGC_01810             0 0 0 0  6.129 1.182  4.802  14.2911 10.9228  28.6748 105.29 Sb   35.3695  39.3757
UGC_01813             0 0 0 0  5.467 2.147  4.814   3.9806  2.9381   7.8901 102.53 Sa   35.3859  39.3568
UGC_01840_NED01       1 0 0 0  7.883 6.560  6.043   0.      0.       1.3966  70.75 Irr  35.7790  41.3730
UGC_01841             1 0 0 0  5.597 2.747  5.013  29.3958  5.9657  37.3681  89.30 E    35.7983  42.9936
VV_525                0 0 0 0  9.617 8.898  8.814   0.      0.4799   0.      27.33 Scd  36.5887  -9.8407
UGC_01995             1 0 0 0  7.370 5.332  3.441   3.4109  3.7077   7.7058  99.12 Sc   37.8590   1.3462
DDO_023               1 0 0 0  9.649 9.040  9.316   0.0032  0.2137   0.0302  27.29 Irr  37.6067 -10.7496
UGC_01993             0 1 0 1  5.983 2.381  4.829   5.9276  9.5778  15.4130 111.59 Sb   37.9168  39.3784
UGC_02069             1 0 1 0  8.973 7.486  7.622   1.9044  2.7295   4.7460  53.36 Scd  38.9053  37.6389
UGC_02079             1 0 0 0  6.643 5.244  4.084   0.4621  8.2867   2.7958  78.09 Sc   39.0403  23.8992
UGC_02105             1 0 0 0  6.053 4.689  6.712   5.7273  2.9477  10.0383  68.79 Sa   39.4166  34.4315
UGC_02119             1 0 0 0  6.584 2.767  4.216   8.7799  8.2676  18.8996 115.79 Sb   39.4947  -1.8442
